DEPT,GR,RHOB,DT,ILD,SP,CALD,DRHO
2029.7,35.92,2.29,79.06,5.31,389.55,8.18,0.05
2030.2,38.29,2.28,80.22,5.12,387.75,8.18,0.05
2030.7,38.69,2.28,81.84,4.85,386.86,8.18,0.06
2031.2,36.25,2.3,83.01,4.56,386.72,8.18,0.05
2031.7,32.97,2.31,83.25,4.33,387.0,8.18,0.04
2032.2,28.67,2.31,82.48,4.19,387.43,8.18,0.04
2032.7,25.51,2.32,81.56,4.13,388.01,8.18,0.04
2033.2,24.11,2.32,81.29,4.15,388.79,8.21,0.05
2033.7,24.24,2.33,81.51,4.2,389.8,8.27,0.05
2034.2,27.82,2.32,81.99,4.26,391.11,8.3,0.05
2034.7,36.32,2.3,82.59,4.34,392.48,8.35,0.04
2035.2,47.54,2.27,82.96,4.43,393.36,8.36,0.03
2035.7,58.78,2.26,83.03,4.52,393.5,8.36,0.02
2036.2,68.99,2.27,83.62,4.61,393.38,8.36,0.02
2036.7,74.49,2.28,84.75,4.67,393.57,8.35,0.03
2037.2,75.65,2.28,85.57,4.7,394.31,8.35,0.04
2037.7,79.32,2.26,86.21,4.69,395.71,8.35,0.03
2038.2,88.34,2.24,87.31,4.63,397.68,8.36,0.02
2038.7,95.15,2.22,88.37,4.52,399.98,8.36,0.02
2039.2,95.7,2.2,89.24,4.41,401.99,8.35,0.01
2039.7,96.27,2.17,90.26,4.32,402.6,8.36,0.01
2040.2,97.83,2.16,91.35,4.27,401.81,8.36,0.01
2040.7,97.31,2.17,92.4,4.27,401.4,8.36,0.02
2041.2,99.22,2.19,93.24,4.32,403.0,8.36,0.02
2041.7,110.26,2.21,93.75,4.44,406.19,8.38,0.03
2042.2,125.66,2.23,93.77,4.62,410.09,8.42,0.04
2042.7,134.51,2.26,93.49,4.87,414.34,8.45,0.05
2043.2,138.99,2.29,92.95,5.2,418.85,8.45,0.04
2043.7,148.68,2.32,92.07,5.59,424.1,8.44,0.04
2044.2,163.21,2.35,91.5,6.06,430.18,8.44,0.02
2044.7,173.65,2.36,91.44,6.61,436.08,8.44,0.01
2045.2,175.32,2.35,91.4,7.19,439.92,8.44,0.0
2045.7,175.53,2.34,90.78,7.79,440.88,8.45,0.0
2046.2,177.17,2.34,88.79,8.37,439.92,8.45,0.0
2046.7,176.06,2.35,86.25,8.85,438.99,8.45,0.0
2047.2,177.27,2.38,85.09,9.16,439.58,8.44,0.01
2047.7,190.68,2.41,85.09,9.25,441.85,8.44,0.02
2048.2,213.54,2.45,85.48,9.12,444.62,8.44,0.03
2048.7,237.83,2.46,86.44,8.84,446.61,8.45,0.03
2049.2,247.99,2.47,87.38,8.49,447.28,8.45,0.03
2049.7,233.27,2.48,88.34,8.16,446.86,8.45,0.01
2050.2,212.47,2.48,90.01,7.94,446.09,8.43,0.01
2050.7,200.63,2.48,92.02,7.91,445.56,8.36,0.01
2051.2,191.57,2.49,93.22,8.13,445.21,8.32,0.01
2051.7,187.15,2.49,92.79,8.68,444.57,8.34,0.02
2052.2,196.01,2.49,89.64,9.58,443.35,8.29,0.04
2052.7,211.17,2.5,83.99,10.89,441.83,8.21,0.06
2053.2,222.86,2.52,77.49,12.53,440.37,8.21,0.07
2053.7,234.14,2.56,71.48,14.29,439.35,8.28,0.1
2054.2,239.74,2.59,66.77,16.22,439.04,8.33,0.1
2054.7,238.56,2.58,63.77,18.2,439.41,8.35,0.08
2055.2,235.34,2.55,62.18,20.4,439.98,8.32,0.04
2055.7,230.41,2.51,62.11,23.41,440.34,8.27,0.02
2056.2,227.65,2.49,63.48,27.24,440.45,8.27,0.01
2056.7,224.61,2.48,64.39,31.13,440.46,8.27,0.02
2057.2,222.16,2.47,63.01,34.03,440.45,8.27,0.04
2057.7,224.56,2.5,59.18,35.39,440.34,8.26,0.04
2058.2,219.74,2.55,54.56,36.14,439.8,8.27,0.03
2058.7,203.72,2.61,50.98,38.28,438.87,8.27,0.01
2059.2,190.81,2.67,48.92,43.13,437.62,8.27,0.01
2059.7,184.37,2.7,48.21,51.66,435.8,8.27,0.03
2060.2,181.23,2.72,48.48,66.06,433.41,8.27,0.04
2060.7,175.95,2.73,49.19,83.81,430.9,8.27,0.05
2061.2,168.03,2.73,49.28,91.75,429.23,8.27,0.04
2061.7,167.68,2.72,48.0,82.83,429.12,8.25,0.03
2062.2,179.64,2.7,46.18,65.58,429.84,8.2,0.02
2062.7,197.19,2.68,44.79,53.23,430.18,8.18,0.01
2063.2,215.89,2.67,43.61,48.59,430.39,8.18,0.01
2063.7,234.01,2.65,42.46,50.51,431.39,8.18,0.0
2064.2,241.49,2.65,42.02,53.08,433.0,8.18,0.0
2064.7,232.93,2.64,42.92,54.32,434.09,8.18,-0.0
2065.2,220.55,2.64,44.59,54.81,434.36,8.18,-0.0
2065.7,212.34,2.65,45.94,53.53,433.97,8.18,0.0
2066.2,207.32,2.65,46.66,52.48,433.43,8.18,0.01
2066.7,214.79,2.65,47.1,53.23,433.48,8.18,0.01
2067.2,240.6,2.65,47.83,55.89,434.19,8.18,0.01
2067.7,272.26,2.65,48.67,58.29,434.79,8.18,0.01
2068.2,298.42,2.65,48.78,63.89,434.59,8.18,0.01
2068.7,315.76,2.64,48.5,75.31,433.55,8.17,0.01
2069.2,319.75,2.64,48.53,87.35,432.26,,0.01
2069.7,310.39,2.63,48.82,88.26,431.35,,0.01
2070.2,302.82,,48.35,84.97,431.04,,
2070.7,304.59,,46.93,77.95,431.15,,
2071.2,307.62,,45.8,70.4,431.23,,
2071.7,310.73,,46.04,63.98,430.89,,
2072.2,314.33,,47.16,63.32,430.12,,
2072.7,,,46.84,60.05,428.95,,
2073.2,,,45.08,52.61,427.35,,
2073.7,,,44.12,49.61,425.59,,
2074.2,,,44.03,49.86,423.96,,
2074.7,,,45.87,49.73,422.6,,
2075.2,,,51.54,49.69,421.62,,
2075.7,,,56.2,47.69,421.19,,
2076.2,,,54.41,44.77,421.56,,
2076.7,,,50.1,47.07,422.7,,
2077.2,,,47.56,51.97,424.16,,
2077.7,,,47.34,56.88,425.42,,
2078.2,,,49.04,61.4,425.76,,
2078.7,,,51.01,64.0,424.97,,
2079.2,,,51.57,64.62,423.84,,
2079.7,,,51.26,64.65,423.47,,
2080.2,,,50.93,64.27,424.6,,
2080.7,,,51.12,63.75,427.32,,
2081.2,,,51.65,63.17,430.84,,
2081.7,,,52.11,62.72,434.09,,
2082.2,,,52.53,62.65,436.5,,
2082.7,,,52.68,62.77,438.12,,
2083.2,,,52.56,,439.29,,
2083.7,,,52.55,,440.26,,
2084.2,,,52.54,,440.9,,
2084.7,,,52.37,,441.08,,
2085.2,,,52.06,,441.04,,
2085.7,,,51.7,,441.22,,
2086.2,,,51.37,,441.73,,
2086.7,,,51.17,,442.26,,
2087.2,,,51.14,,442.63,,
2087.7,,,51.22,,442.83,,
2088.2,,,51.29,,442.86,,
2088.7,,,51.37,,442.86,,
2089.2,,,51.57,,442.9,,
2089.7,,,51.68,,442.95,,
2090.2,,,,,442.97,,
2090.7,,,,,442.95,,
2091.2,,,,,442.9,,
2091.7,,,,,442.84,,
2092.2,,,,,442.7,,
2092.7,,,,,442.39,,
2093.2,,,,,441.96,,
2093.7,,,,,441.52,,
2094.2,,,,,441.13,,
2094.7,,,,,,,
2095.2,,,,,,,
2095.7,,,,,,,
2096.2,,,,,,,
